city,state_name,county_name,lattitude,longitude,id
Williams,South Carolina,Colleton,33.0341,-80.8428,1840016903
Fox,Alaska,Fairbanks North Star,64.9749,-147.609,1840023461
Regent,North Dakota,Hettinger,46.4222,-102.5581,1840000223
Spring Garden,Alabama,Cherokee,33.973,-85.5558,1840022844
Reeves,Louisiana,Allen,30.5215,-93.0428,1840018220
Mount Lebanon,Louisiana,Bienville,32.5053,-93.0499,1840016984
Goodmanville,California,Kern,35.4348,-118.939,1840145204
Scotia,South Carolina,Hampton,32.6805,-81.2433,1840018052
North Washington,Iowa,Chickasaw,43.1171,-92.4151,1840007999
Cosby,Missouri,Andrew,39.8639,-94.6798,1840012413
Hubbard,Nebraska,Dakota,42.3859,-96.5915,1840011103
Mitchell,Oregon,Wheeler,44.5703,-120.1537,1840019973
Hunnewell,Missouri,Shelby,39.6679,-91.8588,1840007305
Rumsey,California,Yolo,38.8902,-122.2404,1840045922
Stoney Point,Oklahoma,Sequoyah,35.5847,-94.6635,1840034653
Clarksville,Pennsylvania,Greene,39.9745,-80.044,1840000718
Wing,North Dakota,Burleigh,47.1423,-100.2823,1840001927
Bier,Maryland,Allegany,39.5525,-78.8692,1840024415
Warwick,Oklahoma,Lincoln,35.6881,-97.0018,1840022715
Pine Apple,Alabama,Wilcox,31.8722,-86.9891,1840017025
Old Bennington,Vermont,Bennington,42.8848,-73.2143,1840004302
Edison,Nebraska,Furnas,40.2792,-99.7758,1840012277
Poneto,Indiana,Wells,40.6568,-85.2225,1840010356
Onward,Indiana,Cass,40.6947,-86.1948,1840009382
Plaucheville,Louisiana,Avoyelles,30.9647,-91.9837,1840018191
Jalapa,Indiana,Grant,40.6263,-85.7464,1840024291
McNary,Louisiana,Rapides,30.9895,-92.5795,1840018180
Oconee,Illinois,Shelby,39.2863,-89.1066,1840012590
Lodge,South Carolina,Colleton,33.0678,-80.9537,1840016900
Salesville,Ohio,Guernsey,39.9742,-81.3365,1840012357
Lima,Illinois,Adams,40.1767,-91.3783,1840012364
Devol,Oklahoma,Cotton,34.1954,-98.5882,1840021907
Woodburn,Iowa,Clarke,41.0108,-93.5963,1840010316
Coxton,Kentucky,Harlan,36.8581,-83.2681,1840030417
Lavina,Montana,Golden Valley,46.295,-108.9388,1840021167
Freedom,Wyoming,Lincoln,42.9854,-111.0296,1840026171
Tibes,Puerto Rico,Ponce,18.0886,-66.6333,1630025231
Belvue,Kansas,Pottawatomie,39.2164,-96.1789,1840007353
Meadowview Estates,Kentucky,Jefferson,38.2227,-85.6353,1840015193
Wheatcroft,Kentucky,Webster,37.4893,-87.8613,1840015241
Lockington,Ohio,Shelby,40.2075,-84.2358,1840012193
East Nicolaus,California,Sutter,38.91,-121.5443,1840024522
Leonard,Oklahoma,Tulsa,35.9228,-95.801,1840034459
Havensville,Kansas,Pottawatomie,39.5115,-96.0762,1840007354
Pinos Altos,New Mexico,Grant,32.8665,-108.2221,1840025075
Geneva,Iowa,Franklin,42.6748,-93.1298,1840008035
Sidman,Pennsylvania,Cambria,40.3235,-78.7523,1840024285
Garrattsville,New York,Otsego,42.6524,-75.1691,1840083837
Burnside,Pennsylvania,Clearfield,40.8133,-78.792,1840003488
Falun,Kansas,Saline,38.6745,-97.7511,1840024598
Goodland,Florida,Collier,25.9252,-81.648,1840014229
Organ,New Mexico,Doña Ana,32.4251,-106.6025,1840025086
Fall River,Kansas,Greenwood,37.6078,-96.0286,1840008676
Belgrade,Nebraska,Nance,41.4709,-98.0678,1840011589
Linn Grove,Iowa,Buena Vista,42.8928,-95.2424,1840009073
Bosworth,Missouri,Carroll,39.4699,-93.3357,1840007335
Lester,Alabama,Limestone,34.9871,-87.1513,1840016509
Marblemount,Washington,Skagit,48.5418,-121.4397,1840017315
Stockton,Iowa,Muscatine,41.5908,-90.8565,1840009274
Parnell,Missouri,Nodaway,40.4384,-94.6223,1840009418
Shumway,Illinois,Effingham,39.1834,-88.6532,1840012741
St. Johns,Illinois,Perry,38.0333,-89.24,1840012946
Pierson,Michigan,Montcalm,43.3196,-85.4975,1840010994
Buckatunna,Mississippi,Wayne,31.5424,-88.5292,1840025936
Olds,Iowa,Henry,41.1343,-91.5441,1840009336
Stites,Idaho,Idaho,46.0921,-115.9762,1840021170
Humnoke,Arkansas,Lonoke,34.5422,-91.7596,1840014629
Jeddo,Pennsylvania,Luzerne,40.9903,-75.8958,1840000755
Roca,Nebraska,Lancaster,40.658,-96.6614,1840011850
Unionville,Montana,Lewis and Clark,46.5456,-112.0799,1840032779
Hopewell,Pennsylvania,Bedford,40.1345,-78.2666,1840001399
Ocotillo,California,Imperial,32.7431,-116.002,1840019372
Fort Washington,California,Fresno,36.8793,-119.7613,1840075818
Coffey,Missouri,Daviess,40.1056,-94.0065,1840007266
Lime Ridge,Wisconsin,Sauk,43.4676,-90.1577,1840002721
Makena,Hawaii,Maui,20.631,-156.4252,1840029525
Mendes,Georgia,Tattnall,31.9953,-81.9709,1840025918
Mulkeytown,Illinois,Franklin,37.9721,-89.1112,1840025691
Arroyo Gardens,Texas,Cameron,26.2052,-97.5021,1840037140
Wilsey,Kansas,Morris,38.6357,-96.6764,1840010752
Bee,Oklahoma,Johnston,34.125,-96.5687,1840026974
Old Fort,Ohio,Seneca,41.2419,-83.1514,1840026353
Hublersburg,Pennsylvania,Centre,40.9608,-77.6093,1840024190
Aspers,Pennsylvania,Adams,39.9792,-77.2276,1840005545
Redstone,Colorado,Pitkin,39.1839,-107.2407,1840024485
Kamaili,Hawaii,Hawaii,19.4391,-154.9189,1840152398
Kamrar,Iowa,Hamilton,42.3896,-93.7278,1840008077
Rondo,Arkansas,Lee,34.6575,-90.8208,1840017911
Knoxville,Georgia,Crawford,32.7233,-83.9959,1840026999
Centerville,California,Fresno,36.7361,-119.4961,1840022563
Rackerby,California,Butte,39.4261,-121.3542,1840042826
Emmett,Kansas,Pottawatomie,39.3071,-96.0578,1840008481
Norge,Oklahoma,Grady,34.9888,-97.9941,1840022778
Beaverton,Alabama,Lamar,33.9354,-88.0218,1840015635
Maunie,Illinois,White,38.0355,-88.0456,1840012924
Sedgwick,Colorado,Sedgwick,40.9355,-102.5256,1840022408
New Burnside,Illinois,Johnson,37.5787,-88.7727,1840013005
Ulysses,Nebraska,Butler,41.0721,-97.203,1840011629
Norwood,Michigan,Charlevoix,45.2239,-85.3791,1840025193
Beaver Marsh,Oregon,Klamath,43.1364,-121.8042,1840097899
Roadstown,New Jersey,Cumberland,39.4431,-75.3169,1840081292
Cubero,New Mexico,Cibola,35.0904,-107.5261,1840024963
Alverda,Pennsylvania,Indiana,40.6346,-78.8584,1840098338
San Jon,New Mexico,Quay,35.1113,-103.3364,1840022730
Finland,Minnesota,Lake,47.4288,-91.2656,1840025249
Grand Marsh,Wisconsin,Adams,43.8852,-89.7072,1840025382
South Hero,Vermont,Grand Isle,44.6479,-73.3017,1840152978
Jefferson,New York,Schoharie,42.4813,-74.6062,1840153007
Geneva,Georgia,Talbot,32.579,-84.5516,1840016957
Garden City,Colorado,Weld,40.3948,-104.6893,1840021365
Verdi,California,Sierra,39.5238,-120.0165,1840024382
Talladega Springs,Alabama,Talladega,33.1191,-86.4421,1840016829
Coyanosa,Texas,Pecos,31.2409,-103.0648,1840018182
Amsterdam,Montana,Gallatin,45.7462,-111.3301,1840026101
Fostoria,Iowa,Clay,43.243,-95.1549,1840007993
St. Leo,Minnesota,Yellow Medicine,44.7173,-96.0526,1840008946
Lawrence,Illinois,McHenry,42.4434,-88.6417,1840029775
Glen Wilton,Virginia,Botetourt,37.7555,-79.8213,1840037345
Ensign,Kansas,Gray,37.6531,-100.2329,1840008697
Idaville,Pennsylvania,Adams,40.0199,-77.2034,1840026584
Monterey,Virginia,Highland,38.4116,-79.5809,1840006214
Spurgeon,Indiana,Pike,38.2552,-87.2588,1840010792
Los Berros,California,San Luis Obispo,35.0809,-120.545,1840024939
Corning,Kansas,Nemaha,39.657,-96.0288,1840007296
Lazear,Colorado,Delta,38.7788,-107.7805,1840028456
Palisade,Minnesota,Aitkin,46.7125,-93.4894,1840008842
Loma Grande,Texas,Zavala,28.7221,-99.8327,1840037110
Bay Center,Washington,Pacific,46.6213,-123.9533,1840017375
Rhame,North Dakota,Bowman,46.2347,-103.655,1840000259
Westford,Vermont,Chittenden,44.6079,-73.0113,1840152967
Red Hill,Pennsylvania,Blair,40.5296,-78.4356,1840153029
Whiting,Missouri,Mississippi,36.7921,-89.3716,1840076140
Kramer,Indiana,Warren,40.3391,-87.2849,1840055007
St. Martin,Ohio,Brown,39.2117,-83.8844,1840034183
Lodoga,California,Colusa,39.3041,-122.5058,1840024469
Miramiguoa Park,Missouri,Franklin,38.2389,-91.0688,1840012861
Severy,Kansas,Greenwood,37.622,-96.2273,1840009761
Sarita,Texas,Kenedy,27.2235,-97.7955,1840026059
Latty,Ohio,Paulding,41.0879,-84.5832,1840011724
Harrells,North Carolina,Sampson,34.7278,-78.2015,1840016433
Bellville,Georgia,Evans,32.1526,-81.9743,1840013835
Guthrie,Texas,King,33.6215,-100.329,1840025040
Runnelstown,Mississippi,Perry,31.3779,-89.1143,1840032544
Bone Gap,Illinois,Edwards,38.4449,-87.9976,1840012889
Hodges,South Carolina,Greenwood,34.2876,-82.248,1840016672
Weingarten,Missouri,Ste. Genevieve,37.8894,-90.2172,1840025694
Valley Hi,Ohio,Logan,40.3162,-83.6759,1840012157
Farnam,Nebraska,Dawson,40.7065,-100.2155,1840011828
Peever Flats,South Dakota,Roberts,45.5234,-96.9356,1840148253
Volin,South Dakota,Yankton,42.9586,-97.1812,1840003057
Klagetoh,Arizona,Apache,35.501,-109.5283,1840022622
Hanover,Virginia,Hanover,37.7668,-77.3707,1840026796
Moran,Texas,Shackelford,32.5471,-99.1663,1840020729
Lewis,Colorado,Montezuma,37.5017,-108.66,1840024769
Little Meadows,Pennsylvania,Susquehanna,41.9891,-76.1277,1840003324
Deering,Alaska,Northwest Arctic,66.0722,-162.7435,1840023490
Ames,New York,Montgomery,42.8373,-74.6015,1840004408
Mission Woods,Kansas,Johnson,39.0341,-94.6107,1840030285
Louisville,Kansas,Pottawatomie,39.2499,-96.3145,1840009585
Cameron,Louisiana,Cameron,29.787,-93.2925,1840014014
Merom,Indiana,Sullivan,39.0559,-87.5672,1840009631
Nachusa,Illinois,Lee,41.8339,-89.3858,1840051457
Whitesboro,Oklahoma,Le Flore,34.6963,-94.8789,1840026951
Captiva,Florida,Lee,26.5205,-82.191,1840014217
Wellersburg,Pennsylvania,Somerset,39.7306,-78.8478,1840003750
Garvin,Oklahoma,McCurtain,33.9561,-94.9357,1840021909
Gilman,Vermont,Essex,44.4135,-71.7157,1840114819
Marquand,Missouri,Madison,37.4287,-90.167,1840008731
Golovin,Alaska,Nome,64.564,-162.9989,1840023508
Beverly,Kansas,Lincoln,39.0138,-97.9755,1840007400
Sinai,South Dakota,Brookings,44.2445,-97.044,1840002503
Leota,Minnesota,Nobles,43.8298,-96.0218,1840004167
Silex,Missouri,Lincoln,39.1254,-91.0574,1840012730
Belknap,Illinois,Johnson,37.3224,-88.9405,1840013002
La Tour,Missouri,Johnson,38.6348,-94.1017,1840032129
Itmann,West Virginia,Wyoming,37.5734,-81.4146,1840038256
Pageton,West Virginia,McDowell,37.3598,-81.4648,1840025735
De Smet,Idaho,Benewah,47.141,-116.9113,1840023828
Kittrell,North Carolina,Vance,36.2218,-78.4414,1840016049
Washington,Nebraska,Washington,41.3976,-96.2074,1840011529
Hartly,Delaware,Kent,39.1683,-75.7124,1840005808
Amenia,North Dakota,Cass,47.0065,-97.2241,1840000170
Carpenter,Wyoming,Laramie,41.0456,-104.3644,1840024139
Ulen,Indiana,Boone,40.0661,-86.465,1840010513
Summit Station,Pennsylvania,Schuylkill,40.562,-76.2013,1840005219
Reading,Kansas,Lyon,38.5192,-95.9574,1840009636
Wimbledon,North Dakota,Barnes,47.1691,-98.4587,1840001929
Crisman,Colorado,Boulder,40.0416,-105.3675,1840028436
Williamson,Iowa,Lucas,41.0882,-93.2569,1840010317
Bridgewater,Connecticut,Litchfield,41.5347,-73.3646,1840153082
Falls View,West Virginia,Fayette,38.1296,-81.2539,1840038244
Broughton,Illinois,Hamilton,37.9345,-88.4624,1840010819
Parkdale,Arkansas,Ashley,33.1212,-91.5464,1840014840
Lenhartsville,Pennsylvania,Berks,40.5721,-75.8892,1840001181
Taunton,Minnesota,Lyon,44.5942,-96.063,1840008967
Millersburg,Iowa,Iowa,41.5733,-92.1592,1840008156
Washta,Iowa,Cherokee,42.5756,-95.7201,1840010084
Truesdale,Iowa,Buena Vista,42.7293,-95.1835,1840010083
Pence,Indiana,Warren,40.3635,-87.5129,1840055372
McClelland,Iowa,Pottawattamie,41.3316,-95.6814,1840008230
Tow,Texas,Llano,30.8889,-98.4631,1840112841
Pilot Mound,Iowa,Boone,42.1593,-94.0183,1840009169
Faceville,Georgia,Decatur,30.7537,-84.6372,1840029137
Rantoul,Kansas,Franklin,38.5483,-95.1011,1840009639
Klondike,Maryland,Allegany,39.6102,-78.9633,1840024425
Hooper,Colorado,Alamosa,37.746,-105.8777,1840021548
Anton Chico,New Mexico,Guadalupe,35.1948,-105.1439,1840024976
Divide,Colorado,Teller,38.9449,-105.1619,1840024550
Bates City,Missouri,Lafayette,39.0047,-94.0659,1840007388
New Haven,Vermont,Addison,44.1266,-73.151,1840152959
Vanceboro,Maine,Washington,45.5674,-67.4293,1840152993
Broadview,Montana,Yellowstone,46.0988,-108.8789,1840021177
Artois,California,Glenn,39.6331,-122.1898,1840025587
Lorraine,Kansas,Ellsworth,38.569,-98.3174,1840009775
Eden,South Dakota,Marshall,45.6168,-97.4196,1840002043
Cannonsburg,Michigan,Kent,43.0538,-85.4714,1840070585
Fernan Lake Village,Idaho,Kootenai,47.6726,-116.7472,1840019805
Holcombe,Wisconsin,Chippewa,45.2261,-91.1217,1840025317
Matoaka,West Virginia,Mercer,37.4182,-81.2417,1840006405
Atlanta,Louisiana,Winn,31.8064,-92.7383,1840018134
Center,Nebraska,Knox,42.609,-97.8761,1840010090
Strathmere,New Jersey,Cape May,39.1944,-74.6618,1840005868
Potlicker Flats,Pennsylvania,Mifflin,40.7269,-77.6077,1840042767
Bridgewater,Iowa,Adair,41.2471,-94.6689,1840004898
Midland,Virginia,Fauquier,38.5984,-77.7213,1840024593
East Shore,California,Plumas,40.2453,-121.0768,1840028342
East Sharpsburg,Pennsylvania,Blair,40.3346,-78.3721,1840099141
Grand Falls Plaza,Missouri,Newton,37.0355,-94.5379,1840010891
Raymond City,West Virginia,Putnam,38.4838,-81.8195,1840123026
Forada,Minnesota,Douglas,45.7887,-95.3574,1840007769
Venedocia,Ohio,Van Wert,40.785,-84.4559,1840011908
Page,Nebraska,Holt,42.4,-98.4177,1840011047
Saltillo,Indiana,Washington,38.6662,-86.2975,1840010761
White Water,Oklahoma,Delaware,36.5017,-94.7289,1840040406
Honey Hill,Oklahoma,Adair,35.7694,-94.5716,1840142970
Prairieburg,Iowa,Linn,42.2376,-91.4258,1840009147
Rock Falls,Iowa,Cerro Gordo,43.2071,-93.087,1840009053
Concord,Nebraska,Dixon,42.3839,-96.989,1840011094
Chapin,Iowa,Franklin,42.8353,-93.222,1840024088
Blue Mountain,Arkansas,Logan,35.1311,-93.7162,1840015451
Donnellson,Illinois,Montgomery,39.0306,-89.4757,1840012779
Birmingham,Missouri,Clay,39.1676,-94.4501,1840012674
Mountain Meadows,Colorado,Boulder,40.027,-105.3832,1840028526
Silver Creek,Minnesota,Wright,45.3127,-93.9827,1840025305
Glendora,Mississippi,Tallahatchie,33.8275,-90.2926,1840017973
Priddy,Texas,Mills,31.676,-98.5114,1840036313
Keyes,Oklahoma,Cimarron,36.8076,-102.2517,1840021624
Rio en Medio,New Mexico,Santa Fe,35.8221,-105.901,1840033714
Chesapeake Landing,Maryland,Kent,39.2697,-76.1584,1840068339
Petty,Texas,Lamar,33.6034,-95.8055,1840036543
Edgewater Estates,Texas,San Patricio,28.0969,-97.865,1840037141
Ruthville,North Dakota,Ward,48.3708,-101.3003,1840023763
Maple Grove,Michigan,Benzie,44.7091,-85.8538,1840039591
Fairmont,Oklahoma,Garfield,36.356,-97.7055,1840021648
Slayden,Tennessee,Dickson,36.2913,-87.4656,1840017723
Chatham,Michigan,Alger,46.3441,-86.9313,1840010908
Timblin,Pennsylvania,Jefferson,40.9673,-79.199,1840003475
North Johns,Alabama,Jefferson,33.3677,-87.1008,1840016806
Lequire,Oklahoma,Haskell,35.1098,-95.1065,1840034460
Aurora Springs,Missouri,Miller,38.3243,-92.5822,1840075539
Oaks,Missouri,Clay,39.197,-94.572,1840012677
Smithville,Illinois,Peoria,40.6589,-89.8031,1840051643
Starbuck,Washington,Columbia,46.5186,-118.1254,1840022325
Rembrandt,Iowa,Buena Vista,42.8257,-95.1656,1840009075
Sand Fork,West Virginia,Gilmer,38.9154,-80.7477,1840005999
Kimball,West Virginia,McDowell,37.4268,-81.5078,1840006427
Castle,Oklahoma,Okfuskee,35.4717,-96.3921,1840022742
Portsmouth,Iowa,Shelby,41.6501,-95.5192,1840009216
Muscotah,Kansas,Atchison,39.5535,-95.5204,1840008458
Elmo,Montana,Lake,47.829,-114.3484,1840017333
Matlock,Iowa,Sioux,43.2443,-95.9344,1840007982
Vernonburg,Georgia,Chatham,31.9637,-81.1259,1840017031
Brooktree Park,North Dakota,Cass,47.0039,-96.8958,1840023846
Baileyville,Pennsylvania,Centre,40.711,-77.9924,1840025531
Conroy,Iowa,Iowa,41.7266,-91.9985,1840026248
Marion,North Dakota,LaMoure,46.6091,-98.3375,1840000220
Stoy,Illinois,Crawford,38.9968,-87.8336,1840012757
Delta,Alabama,Clay,33.447,-85.6746,1840022972
Vinegar Bend,Alabama,Washington,31.2594,-88.3712,1840025964
Jacksonport,Arkansas,Jackson,35.6422,-91.308,1840016255
Custer,Montana,Yellowstone,46.1292,-107.5554,1840018493
Smithland,Iowa,Woodbury,42.2288,-95.9315,1840009107
Admire,Kansas,Lyon,38.641,-96.102,1840007468
Mina,Nevada,Mineral,38.3898,-118.1115,1840024561
Luray,Kansas,Russell,39.1151,-98.6922,1840009706
West Liberty,Illinois,Jasper,38.8524,-88.0852,1840051744
Spearsville,Louisiana,Union,32.932,-92.6001,1840018072
Ronald,Washington,Kittitas,47.2338,-121.0336,1840018438
Meadowlands,Minnesota,St. Louis,47.0731,-92.7312,1840007691
Anawalt,West Virginia,McDowell,37.3364,-81.4407,1840006423
Glen Campbell,Pennsylvania,Indiana,40.8197,-78.8297,1840000995
Conner,Montana,Ravalli,45.929,-114.1326,1840023867
Republican City,Nebraska,Harlan,40.0987,-99.2223,1840012301
Fenwood,Wisconsin,Marathon,44.8658,-90.0146,1840002167
Castalia,Iowa,Winneshiek,43.1126,-91.677,1840006863
Omena,Michigan,Leelanau,45.0599,-85.5956,1840025201
Brookeville,Maryland,Montgomery,39.1808,-77.0591,1840005852
Willow Creek,Alaska,Copper River,61.8336,-145.1836,1840023597
Ferryville,Wisconsin,Crawford,43.3516,-91.0936,1840002885
Croweburg,Kansas,Crawford,37.5529,-94.6686,1840058836
Noonan,North Dakota,Divide,48.8899,-103.0101,1840000036
Caledonia,Missouri,Washington,37.7649,-90.7722,1840010825
Olancha,California,Inyo,36.2704,-118.0015,1840018953
Marcus,Washington,Stevens,48.6642,-118.0596,1840022273
Brownville,Nebraska,Nemaha,40.3977,-95.6611,1840010433
Maple City,Michigan,Leelanau,44.8556,-85.8573,1840025200
Minnewaukan,North Dakota,Benson,48.0762,-99.2607,1840000092
Slaterville Springs,New York,Tompkins,42.3953,-76.3452,1840034007
Waverly,Florida,Polk,27.9843,-81.6199,1840014126
Sheffield,Vermont,Caledonia,44.5996,-72.116,1840152964
Williamstown,Kansas,Jefferson,39.0642,-95.3324,1840030283
Garrison,Minnesota,Crow Wing,46.2992,-93.8264,1840007739
Sutherland,Utah,Millard,39.3896,-112.6399,1840024465
Cassandra,Pennsylvania,Cambria,40.4085,-78.6407,1840001103
Renick,Missouri,Randolph,39.3469,-92.4152,1840012601
Calhoun,Illinois,Richland,38.6512,-88.044,1840010754
Bogard,Missouri,Carroll,39.458,-93.5239,1840007334
Cottageville,West Virginia,Jackson,38.8667,-81.8242,1840038234
Paradise,Montana,Sanders,47.3857,-114.7989,1840018385
Ruth,California,Trinity,40.2943,-123.3483,1840026339
Pie Town,New Mexico,Catron,34.34,-108.1708,1840025026
Newberry,Indiana,Greene,38.9238,-87.0193,1840009695
Pronghorn,Oregon,Deschutes,44.1881,-121.1817,1840040420
Quemado,New Mexico,Catron,34.3414,-108.506,1840025028
Satilla,Georgia,Jeff Davis,31.7919,-82.5638,1840025935
Preemption,Illinois,Mercer,41.3131,-90.5787,1840051554
Fultonham,Ohio,Muskingum,39.8557,-82.1408,1840012392
Clyde,New Jersey,Somerset,40.4874,-74.5132,1840033249
Marietta,Mississippi,Prentiss,34.5,-88.4726,1840016600
Kerr,Montana,Lake,47.6771,-114.1873,1840032833
Mount Auburn,Iowa,Benton,42.2573,-92.0939,1840008093
Claremont,Illinois,Richland,38.7176,-87.9728,1840010755
Kobuk,Alaska,Northwest Arctic,66.931,-156.8939,1840023493
Montezuma,Colorado,Summit,39.5814,-105.8678,1840022435
Bearcreek,Montana,Carbon,45.1606,-109.1575,1840019947
Woodston,Kansas,Rooks,39.4539,-99.0981,1840010628
Boynton,Oklahoma,Muskogee,35.6495,-95.6535,1840021717
Amberg,Wisconsin,Marinette,45.5062,-87.9873,1840026079
Creswell,North Carolina,Washington,35.8743,-76.4031,1840016241
Mooreton,North Dakota,Richland,46.269,-96.8758,1840000235
Sheakleyville,Pennsylvania,Mercer,41.4438,-80.2067,1840003443
Aspen Springs,California,Mono,37.55,-118.7086,1840022494
Empire,Nevada,Washoe,40.5759,-119.343,1840024128
Index,Washington,Snohomish,47.8212,-121.5561,1840021082
Holcomb,Illinois,Ogle,42.0646,-89.097,1840051305
Tenakee Springs,Alaska,Hoonah-Angoon,57.7913,-135.1954,1840023310
Blue Sky,Colorado,Morgan,40.3002,-103.8056,1840038615
Preston,Kansas,Pratt,37.7584,-98.5578,1840009876
Maish Vaya,Arizona,Pima,32.1703,-112.1342,1840023073
Kansas,Ohio,Seneca,41.2452,-83.2839,1840026351
Welton,Iowa,Clinton,41.9081,-90.5971,1840010161
Fernwood,Idaho,Benewah,47.1151,-116.3864,1840027063
Woods Landing-Jelm,Wyoming,Albany,41.1014,-106.0288,1840074768
Barrville,Pennsylvania,Mifflin,40.6664,-77.6831,1840034858
Cambridge,Kentucky,Jefferson,38.2218,-85.6171,1840030398
Hobble Creek,Utah,Utah,40.2084,-111.4859,1840153140
Greenvale,Tennessee,Wilson,36.0055,-86.2012,1840110892
Indian Village,Indiana,St. Joseph,41.7142,-86.2322,1840010196
Hanging Rock,Ohio,Lawrence,38.5599,-82.7274,1840012836
Spray,Oregon,Wheeler,44.8335,-119.7949,1840022339
Denton,Missouri,Pemiscot,36.0905,-89.8915,1840032041
Hillview,Illinois,Greene,39.4496,-90.5386,1840012665
Panorama Park,Iowa,Scott,41.5557,-90.4538,1840009235
Evergreen Colony,South Dakota,Faulk,45.1217,-99.0425,1840144365
Milton Center,Ohio,Wood,41.3008,-83.8295,1840011559
Yeoman,Indiana,Carroll,40.6677,-86.7238,1840010382
Longdale,Oklahoma,Blaine,36.1338,-98.5512,1840021687
Ferris,Illinois,Hancock,40.4695,-91.1683,1840012104
Lutsen,Minnesota,Cook,47.6715,-90.6885,1840026063
Paloma,Illinois,Adams,40.0238,-91.194,1840051516
Fronton Ranchettes,Texas,Starr,26.4253,-99.0268,1840040812
Foley,Missouri,Lincoln,39.0457,-90.7414,1840008541
Fingal,North Dakota,Barnes,46.7625,-97.7932,1840000162
Keener,North Carolina,Sampson,35.1131,-78.3094,1840013485
Cannelburg,Indiana,Daviess,38.668,-86.9977,1840009736
Newald,Wisconsin,Forest,45.7396,-88.7004,1840025286
Bascom,Ohio,Seneca,41.129,-83.2869,1840026348
Idanha,Oregon,Marion,44.7029,-122.0843,1840018579
Ore Hill,Pennsylvania,Blair,40.2924,-78.4032,1840100675
Bald Head Island,North Carolina,Brunswick,33.866,-77.9862,1840017955
Box,Oklahoma,Sequoyah,35.5784,-94.9718,1840024947
Boykin,South Carolina,Kershaw,34.1198,-80.5886,1840026972
Makaha Valley,Hawaii,Honolulu,21.4844,-158.1843,1840029585
Bingham Lake,Minnesota,Cottonwood,43.9095,-95.046,1840006811
Waterville,Iowa,Allamakee,43.2077,-91.2966,1840010061
Meansville,Georgia,Pike,33.0508,-84.3082,1840015753
Hazen,Pennsylvania,Beaver,40.8162,-80.2471,1840099664
Troy,South Carolina,Greenwood,33.988,-82.2974,1840016673
Mockingbird Valley,Kentucky,Jefferson,38.2701,-85.6815,1840030527
Grayson,Oklahoma,Okmulgee,35.5054,-95.8716,1840021715
O'Kean,Arkansas,Randolph,36.1715,-90.8183,1840016080
Spaulding,California,Lassen,40.6557,-120.7863,1840076249
Arcadia,Oklahoma,Oklahoma,35.6655,-97.3255,1840021744
Shambaugh,Iowa,Page,40.6575,-95.0352,1840009386
Templeville,Maryland,Caroline,39.1361,-75.7676,1840005941
Dayville,Oregon,Grant,44.4667,-119.5322,1840021248
West Brooklyn,Illinois,Lee,41.693,-89.1473,1840011435
Juliustown,New Jersey,Burlington,40.0121,-74.6715,1840026546
McFall,Missouri,Gentry,40.1116,-94.2223,1840008362
Smolan,Kansas,Saline,38.7381,-97.6843,1840009722
Fulton,Michigan,Keweenaw,47.2992,-88.3607,1840148136
Spring Branch,Texas,Comal,29.8849,-98.4127,1840023250
Bivins,Texas,Cass,33.0174,-94.193,1840036375
Pike,California,Sierra,39.4278,-120.9997,1840024378
Maybeury,West Virginia,McDowell,37.3675,-81.3572,1840025734
Edenborn,Pennsylvania,Fayette,39.8821,-79.8877,1840026569
Belvoir,North Carolina,Pitt,35.7111,-77.47,1840024930
Damon,Texas,Brazoria,29.2832,-95.7408,1840019668
Garden,Michigan,Delta,45.773,-86.5529,1840013135
Booneville,Kentucky,Owsley,37.4702,-83.6828,1840013240
Lloyd,Florida,Jefferson,30.4822,-84.0244,1840026006
Clearmont,Missouri,Nodaway,40.508,-95.0326,1840007226
Oconto,Nebraska,Custer,41.1415,-99.7619,1840011472
Parksville,South Carolina,McCormick,33.7866,-82.2174,1840016752
Wadsworth,New York,Livingston,42.8214,-77.8939,1840024084
College City,California,Colusa,39.0061,-122.0051,1840022464
Astoria,South Dakota,Deuel,44.5577,-96.5465,1840002274
Lake Gogebic,Michigan,Ontonagon,46.5719,-89.6212,1840127951
Elk Creek,California,Glenn,39.6004,-122.5375,1840025588
Daykin,Nebraska,Jefferson,40.3217,-97.2983,1840012286
Del Muerto,Arizona,Apache,36.187,-109.4348,1840027931
Max,Nebraska,Dundy,40.1143,-101.4045,1840024326
Baileyville,Illinois,Ogle,42.1984,-89.5946,1840027206
Iron Belt,Wisconsin,Iron,46.4031,-90.3194,1840025270
Tonto Village,Arizona,Gila,34.3198,-111.1394,1840022868
Wyaconda,Missouri,Clark,40.3921,-91.926,1840010403
Wallace,Indiana,Fountain,39.9871,-87.1471,1840010467
White Signal,New Mexico,Grant,32.5724,-108.3512,1840025079
Malta Bend,Missouri,Saline,39.194,-93.3635,1840009615
Nilwood,Illinois,Macoupin,39.3995,-89.8077,1840009603
Springbrook,Iowa,Jackson,42.1658,-90.4792,1840009139
Holliday,Missouri,Monroe,39.4936,-92.1312,1840012581
Montpelier,Iowa,Muscatine,41.4614,-90.8114,1840057451
Horse Creek,South Dakota,Mellette,43.533,-100.7419,1840148251
Apple Grove,West Virginia,Mason,38.6663,-82.1706,1840025640
Spring Drive Mobile Home Park,Pennsylvania,Blair,40.3071,-78.3301,1840153022
